QorA,Value,Pick
Answers,72 virgins
Answers,8 oz of sweet Mexican black-tar heroin
Answers,A bag of magic beans
Answers,A balanced breakfast
Answers,A beached whale
Answers,A big black dick
Answers,A big hoopla about nothing
Answers,A bleached asshole
Answers,A bloody pacifier
Answers,A Bop It
Answers,A brain tumor
Answers,A can of whoop-ass
Answers,A clandestine butt scratch
Answers,A cooler full of organs
Answers,A crappy little hand
Answers,A death ray
Answers,A defective condom
Answers,A disappointing birthday party
Answers,A drive-by shooting
Answers,A falcon with a cap on its head
Answers,A fetus
Answers,A foul mouth
Answers,A gassy antelope
Answers,A gentle caress of the inner thigh
Answers,A good sniff
Answers,A Gypsy curse
Answers,A homoerotic volleyball montage
Answers,A hot mess
Answers,A lifetime of sadness
Answers,A look-see
Answers,A low standard of living
Answers,A mating display
Answers,A micro-penis
Answers,A middle-aged man on roller skates
Answers,A mime having a stroke
Answers,A moment of silence
Answers,A monkey smoking a cigar
Answers,A mopey zoo lion
Answers,A murder most foul
Answers,A nuanced critique
Answers,A passionate Latino lover
Answers,A really cool hat
Answers,A rival dojo
Answers,A robust mongoloid
Answers,A sad handjob
Answers,A salty surprise
Answers,A sassy black woman
Answers,A sausage festival
Answers,A sea of troubles
Answers,A snapping turtle biting the tip of your penis
Answers,A stray pube
Answers,A Super Soaker full of cat pee
Answers,A thermonuclear detonation
Answers,A time travel paradox
Answers,A tiny horse
Answers,A web of lies
Answers,A windmill full of corpses
Answers,A woman scorned
Answers,A zesty breakfast burrito
Answers,Aaron Burr
Answers,Active listening
Answers,Actually taking candy from a baby
Answers,Adderall
Answers,African children
Answers,Agriculture
Answers,AIDS
Answers,Alcoholism
Answers,All-you-can-eat shrimp for $4.99
Answers,Altar boys
Answers,American Gladiators
Answers,Amputees
Answers,An asymmetric boob job
Answers,An erection that lasts longer than four hours
Answers,An honest cop with nothing left to lose
Answers,An icepick lobotomy
Answers,An M. Night Shyamalan plot twist
Answers,An Oedipus complex
Answers,Anal beads
Answers,Another goddamn vampire movie
Answers,Apologizing
Answers,Appreciative snapping
Answers,Arnold Schwarzenegger
Answers,Asians who aren't good at math
Answers,Assless chaps
Answers,Attitude
Answers,Auschwitz
Answers,Authentic Mexican cuisine
Answers,Autocannibalism
Answers,AXE Body Spray
Answers,Balls
Answers,Barack Obama
Answers,BATMAN!!!
Answers,Beating your wives
Answers,Bees?
Answers,Being a busy adult with many important things to do
Answers,Being a dick to children
Answers,Being a dinosaur
Answers,Being a motherfucking sorcerer
Answers,Being fabulous
Answers,Being marginalized
Answers,Being on fire
Answers,Being rich
Answers,Bill Nye the Science Guy
Answers,Bingeing and purging
Answers,Bitches
Answers,Black people
Answers,Bling
Answers,Booby-trapping the house to foil burglars
Answers,Boogers
Answers,Bosnian chicken farmers
Answers,Breaking out into song and dance
Answers,Cards Against Humanity
Answers,Carnies
Answers,Catapults
Answers,Centaurs
Answers,Chainsaws for hands
Answers,Charisma
Answers,Cheating in the Special Olympics
Answers,Child abuse
Answers,Child beauty pageants
Answers,Children on leashes
Answers,Chivalry
Answers,Christopher Walken
Answers,Chutzpah
Answers,Civilian casualties
Answers,Clams
Answers,Classist undertones
Answers,Coat hanger abortions
Answers,Cockfights
Answers,College
Answers,Concealing a boner
Answers,Consultants
Answers,Copping a feel
Answers,Coughing into a vagina
Answers,Count Chocula
Answers,Crippling debt
Answers,Crystal meth
Answers,Cuddling
Answers,Customer service representatives
Answers,Cybernetic enhancements
Answers,Daddy issues
Answers,Dancing with a broom
Answers,Darth Vader
Answers,Date rape
Answers,Dead babies
Answers,Dead parents
Answers,Deflowering the princess
Answers,Dental dams
Answers,Dick Cheney
Answers,Dick fingers
Answers,Doin' it in the butt
Answers,Doing the right thing
Answers,Domino's Oreo Dessert Pizza
Answers,Dorito breath
Answers,Drinking alone
Answers,Dropping a chandelier on your enemies and riding the rope up
Answers,Dry heaving
Answers,Dwarf tossing
Answers,Dying
Answers,Dying of dysentery
Answers,Eating all of the cookies before the AIDS bake-sale
Answers,Eating an albino
Answers,Eating the last known bison
Answers,Edible underpants
Answers,Elderly Japanese men
Answers,Embryonic stem cells
Answers,Emotions
Answers,Enormous Scandinavian women
Answers,Erectile dysfunction
Answers,Estrogen
Answers,Ethnic cleansing
Answers,Eugenics
Answers,Euphoria by Calvin Klein
Answers,Exactly what you'd expect
Answers,Exchanging pleasantries
Answers,Expecting a burp and vomiting on the floor
Answers,Explosions
Answers,Fabricating statistics
Answers,Famine
Answers,Fancy Feast
Answers,Farting and walking away
Answers,Fear itself
Answers,Feeding Rosie O'Donnell
Answers,Fiery poops
Answers,Figgy pudding
Answers,Finding a skeleton
Answers,Finger painting
Answers,Fingering
Answers,Firing a rifle into the air while balls deep in a squealing hog
Answers,Five-Dollar Footlongs
Answers,Flash flooding
Answers,Flesh-eating bacteria
Answers,Flightless birds
Answers,Flying sex snakes
Answers,Foreskin
Answers,Forgetting the Alamo
Answers,Former President George W. Bush
Answers,Free samples
Answers,Friction
Answers,Friendly fire
Answers,Friends who eat all the snacks
Answers,Friends with benefits
Answers,Frolicking
Answers,Full frontal nudity
Answers,Gandalf
Answers,Gandhi
Answers,Geese
Answers,Genetically engineered super-soldiers
Answers,Genghis Khan
Answers,Genital piercings
Answers,George Clooney's musk
Answers,German dungeon porn
Answers,Getting abducted by Peter Pan
Answers,Getting drunk on mouthwash
Answers,"Getting in her pants, politely"
Answers,Getting naked and watching Nickelodeon
Answers,Getting really high
Answers,Getting so angry that you pop a boner
Answers,Ghosts
Answers,Giving 110 percent
Answers,Gladiatorial combat
Answers,Glenn Beck being harried by a swarm of buzzards
Answers,Glenn Beck catching his scrotum on a curtain hook
Answers,Glenn Beck convulsively vomiting as a brood of crab spiders hatches in his brain and erupts from his tear ducts
Answers,Global warming
Answers,Gloryholes
Answers,Goats eating cans
Answers,Goblins
Answers,God
Answers,GoGurt
Answers,Golden showers
Answers,Good grammar
Answers,Grandma
Answers,Grave robbing
Answers,Guys who don't call
Answers,Half-assed foreplay
Answers,Harry Potter erotica
Answers,Heartwarming orphans
Answers,"Her Royal Highness, Queen Elizabeth II"
Answers,Heteronormativity
Answers,Hipsters
Answers,Historical revisionism
Answers,Historically black colleges
Answers,Home video of Oprah sobbing into a Lean Cuisine
Answers,Homeless people
Answers,Hope
Answers,Hormone injections
Answers,Horrifying laser hair removal accidents
Answers,Horse meat
Answers,Hot cheese
Answers,Hot people
Answers,Hot Pockets
Answers,Hulk Hogan
Answers,Hurricane Katrina
Answers,Inappropriate yodeling
Answers,Incest
Answers,Insatiable bloodlust
Answers,Intelligent design
Answers,Italians
Answers,Jafar
Answers,Jean-Claude Van Damme
Answers,Jerking off into a pool of children's tears
Answers,Jew-fros
Answers,Jewish fraternities
Answers,Jibber-jabber
Answers,John Wilkes Booth
Answers,Judge Judy
Answers,Just the tip
Answers,Justin Bieber
Answers,Kamikaze pilots
Answers,Kanye West
Answers,Keanu Reeves
Answers,Keg stands
Answers,Kids with ass cancer
Answers,Kim Jong-il
Answers,Lactation
Answers,Lady Gaga
Answers,Lance Armstrong's missing testicle
Answers,Land mines
Answers,Laying an egg
Answers,Leaving an awkward voicemail
Answers,Leprosy
Answers,Leveling up
Answers,Licking things to claim them as your own
Answers,Linsday Lohan at 55
Answers,Literally eating shit
Answers,Lockjaw
Answers,Loose lips
Answers,Lumberjack fantasies
Answers,Lunchables
Answers,Mad hacky-sack skills
Answers,Making a pouty face
Answers,Making the penises kiss
Answers,Man meat
Answers,Masturbation
Answers,Mathletes
Answers,Me time
Answers,MechaHitler
Answers,Media coverage
Answers,Medieval Times Dinner and Tournament
Answers,Men
Answers,Menstruation
Answers,Michael Jackson
Answers,Michelle Obama's arms
Answers,Moral ambiguity
Answers,Morgan Freeman's voice
Answers,Mouth herpes
Answers,"Mr. Clean, right behind you"
Answers,Muhammad (Praise Be Unto Him)
Answers,Multiple stab wounds
Answers,Mutually-assured destruction
Answers,My collection of high-tech sex toys
Answers,My genitals
Answers,My humps
Answers,My inner demons
Answers,My machete
Answers,My relationship status
Answers,My sex life
Answers,My soul
Answers,My vagina
Answers,Natalie Portman
Answers,Natural male enhancement
Answers,Natural selection
Answers,Nazis
Answers,Necrophilia
Answers,Neil Patrick Harris
Answers,New Age music
Answers,Nickelback
Answers,Nicolas Cage
Answers,Nipple blades
Answers,Nocturnal emissions
Answers,Not giving a shit about the Third World
Answers,Not reciprocating oral sex
Answers,Nubile slave boys
Answers,Obesity
Answers,Object permanence
Answers,Old-people smell
Answers,Ominous background music
Answers,One thousand Slim Jims
Answers,Oompa-Loompas
Answers,Opposable thumbs
Answers,Overcompensation
Answers,Overpowering your father
Answers,Oversized lollipops
Answers,Pabst Blue Ribbon
Answers,Pac-Man uncontrollably guzzling cum
Answers,Panda sex
Answers,Panty raids
Answers,Parting the Red Sea
Answers,Party Poopers
Answers,Passable transvestites
Answers,Passing a kidney stone
Answers,Passive-aggressive Post-it notes
Answers,Pedophiles
Answers,Peeing a little bit
Answers,Penis envy
Answers,Picking up girls at the abortion clinic
Answers,Pictures of boobs
Answers,Pistol-whipping a hostage
Answers,Pixelated bukkake
Answers,Police brutality
Answers,Pooping back and forth. Forever.
Answers,Poor life choices
Answers,Poor people
Answers,Poorly-timed Holocaust jokes
Answers,Porn stars
Answers,Powerful thighs
Answers,Prancing
Answers,Praying the gay away
Answers,Preteens
Answers,Pretending to care
Answers,Pterodactyl eggs
Answers,Puberty
Answers,Public ridicule
Answers,Pulling out
Answers,Puppies!
Answers,Queefing
Answers,Quiche
Answers,Quivering jowls
Answers,Racially-biased SAT questions
Answers,Racism
Answers,Raping and pillaging
Answers,Raptor attacks
Answers,Re-gifting
Answers,Repression
Answers,Republicans
Answers,Revenge fucking
Answers,Riding off into the sunset
Answers,Ripping into a man's chest and pulling out his still-beating heart
Answers,Road head
Answers,"Robert Downey, Jr"
Answers,RoboCop
Answers,Ronald Reagan
Answers,Roofies
Answers,Ryan Gosling riding in on a white horse
Answers,Same-sex ice dancing
Answers,Santa Claus
Answers,Sarah Palin
Answers,Saxophone solos
Answers,Scalping
Answers,Science
Answers,Scientology
Answers,Scrotum tickling
Answers,Scrubbing under the folds
Answers,Sean Connery
Answers,Sean Penn
Answers,Seduction
Answers,Self-loathing
Answers,Seppuku
Answers,Serfdom
Answers,Sexting
Answers,Sexual humiliation
Answers,Sexual tension
Answers,Sexy pillow fights
Answers,Sexy Siamese twins
Answers,Shaft
Answers,Shapeshifters
Answers,Shaquille O'Neal's acting career
Answers,Sharing needles
Answers,Skeletor
Answers,Slow motion
Answers,Smallpox blankets
Answers,Smegma
Answers,Sniffing glue
Answers,Soiling oneself
Answers,Soup that is too hot
Answers,Space muffins
Answers,Spectacular abs
Answers,Sperm whales
Answers,Spontaneous human combustion
Answers,Statistically validated stereotypes
Answers,Stephen Hawking talking dirty
Answers,Stifling a giggle at the mention of Hutus and Tutsis
Answers,Stranger danger
Answers,Sudden Poop Explosion Disease
Answers,Suicidal thoughts
Answers,Sunshine and rainbows
Answers,Surprise Butt-Sex!
Answers,"Sweet, sweet vengeance"
Answers,Switching to Geico
Answers,Swooping
Answers,Take-backsies
Answers,Taking off your shirt
Answers,Tangled Slinkys
Answers,Tasteful side-boob
Answers,Teaching a robot to love
Answers,Team-building exercises
Answers,Teenage pregnancy
Answers,Tentacle porn
Answers,Testicular torsion
Answers,That thing that electrocutes your abs
Answers,The American Dream
Answers,The Amish
Answers,The Big Bang
Answers,The Blood of Christ
Answers,The boners of the elderly
Answers,The Care Bear Stare
Answers,The Chinese gymnastics team
Answers,The chronic
Answers,The clitoris
Answers,The Dance of the Sugar Plum Fairy
Answers,The Donald Trump Seal of Approval
Answers,The economy
Answers,The Fanta girls
Answers,The folly of man
Answers,The forbidden fruit
Answers,The Force
Answers,The four arms of Vishnu
Answers,The gays
Answers,The glass ceiling
Answers,The Gulags
Answers,The Hamburglar
Answers,The hardworking Mexican
Answers,The harsh light of day
Answers,The heart of a child
Answers,The hiccups
Answers,The Holy Bible
Answers,The homosexual agenda
Answers,The Hustle
Answers,The inevitable heat death of the universe
Answers,The invisible hand
Answers,The Jews
Answers,The KKK
Answers,The Kool-Aid Man
Answers,The Little Engine That Could
Answers,The Make-A-Wish Foundation
Answers,The milk man
Answers,The miracle of childbirth
Answers,The placenta
Answers,The Pope
Answers,The profoundly handicapped
Answers,The Rapture
Answers,"The Rev. Dr. Martin Luther King, Jr."
Answers,The shambling corpse of Larry King
Answers,The South
Answers,The taint; the grundle; the fleshy fun-bridge
Answers,The Tempur-Pedic Swedish Sleep System
Answers,The terrorists
Answers,The Three-Fifths compromise
Answers,The token minority
Answers,The Trail of Tears
Answers,The true meaning of Christmas
Answers,The Ãœbermensch
Answers,The Underground Railroad
Answers,The violation of our most basic human rights
Answers,The Virginia Tech Massacre
Answers,The World of Warcraft
Answers,Third base
Answers,Tom Cruise
Answers,Toni Morrison's vagina
Answers,Too much hair gel
Answers,Tripping balls
Answers,Tweeting
Answers,Two midgets shitting into a bucket
Answers,Unfathomable stupidity
Answers,Uppercuts
Answers,Vehicular manslaughter
Answers,Viagra
Answers,Vigilante justice
Answers,Vigorous jazz hands
Answers,Vikings
Answers,Waiting 'til marriage
Answers,Waking up half-naked in a Denny's parking lot
Answers,Waterboarding
Answers,Wearing underwear inside-out to avoid doing laundry
Answers,When you fart and a little bit comes out
Answers,Whipping it out
Answers,White people
Answers,White privilege
Answers,Wifely duties
Answers,William Shatner
Answers,Winking at old people
Answers,Wiping her butt
Answers,Women in yogurt commercials
Answers,Women's suffrage
Answers,"Words, words, words"
Answers,World peace
Answers,Yeast
Answers,YOU MUST CONSTRUCT ADDITIONAL PYLONS
Answers,Zeus's sexual appetites
Question,_____ is a slippery slope that leads to _____.,2
Question,_____. Betcha can't have just one!,1
Question,"_____. High five, bro.",1
Question,_____. It's a trap!,1
Question,_____. That's how I want to die.,1
Question,_____: Good to the last drop.,1
Question,"_____: Kid-tested, mother-approved.",1
Question,_____? There's an app for that.,1
Question,"A romantic, candlelit dinner would be incomplete without _____.",1
Question,"After Hurricane Katrina, Sean Penn brought _____ to the people of New Orleans.",1
Question,"After the earthquake, Sean Penn brought _____ to the people of Haiti.",1
Question,Alternative medicine is now embracing the curative powers of _____.,1
Question,"And I would have gotten away with it, too, if it hadn't been for _____.",1
Question,And the Academy Award for _____ goes to _____.,2
Question,Anthropologists have recently discovered a primitive tribe that worships _____.,1
Question,Betcha can't have just one!,1
Question,BILLY MAYS HERE FOR _____!,1
Question,"But before I kill you, Mr. Bond, I must show you _____.",1
Question,"Coming to Broadway this season, _____: The Musical.",1
Question,"Dear Abby, I'm having some trouble with _____ and would like your advice.",1
Question,"Due to a PR fiasco, Walmart no longer offers _____.",1
Question,"During Picasso's often-overlooked Brown Period, he produced hundreds of paintings of _____.",1
Question,"During sex, I like to think about _____.",1
Question,"For my next trick, I will pull _____ out of _____.",2
Question,He who controls _____ controls the world.,1
Question,How am I maintaining my relationship status?,1
Question,"I do not know with what weapons World War III will be fought, but World War IV will be fought with _____.",1
Question,I drink to forget _____.,1
Question,I got 99 problems but _____ ain't one.,1
Question,I learned the hard way that you can't cheer up a grieving friend with _____.,1
Question,I never truly understood _____ until I encountered _____.,2
Question,I wish I hadn't lost the instruction manual for _____.,1
Question,"I'm sorry, Professor, but I couldn't complete my homework because of _____.",1
Question,"In 1,000 years, when paper money is but a distant memory, _____ will be our currency.",1
Question,"In a world ravaged by _____, our only solace is _____.",2
Question,"In an attempt to reach a wider audience, the Smithsonian Museum of Natural History has opened an interactive exhibit on _____.",1
Question,"In his new self-produced album, Kanye West raps over the sounds of _____.",1
Question,"In his new summer comedy, Rob Schneider is _____ trapped in the body of _____.",2
Question,"In its new tourism campaign, Detroit proudly proclaims that it has finally eliminated _____.",1
Question,"In L.A. County Jail, word is you can trade 200 cigarettes for _____.",1
Question,"In M. Night Shyamalan's new movie, Bruce Willis discovers that _____ had really been _____ all along.",2
Question,"In Michael Jackson's final moments, he thought about _____.",1
Question,"In Rome, there are whisperings that the Vatican has a secret room devoted to _____.",1
Question,"In the distant future, historians will agree that _____ marked the beginning of America's decline.",1
Question,"In the new Disney Channel Original Movie, Hannah Montana struggles with _____ for the first time.",1
Question,"Instead of coal, Santa now gives the bad children _____.",1
Question,It's a pity that kids these days are all getting involved with _____.,1
Question,It's a trap!,1
Question,Life for American Indians was forever changed when the White Man introduced them to _____.,1
Question,Life was difficult for cavemen before _____.,1
Question,"Lifetime presents _____, the story of _____.",2
Question,Major League Baseball has banned _____ for giving players an unfair advantage.,1
Question,Maybe she's born with it. Maybe it's _____.,1
Question,MTV's new reality show features eight washed-up celebrities living with _____.,1
Question,Next from J.K. Rowling: Harry Potter and the Chamber of _____.,1
Question,Next on ESPN2: The World Series of _____.,1
Question,Rumor has it that Vladimir Putin's favorite dish is _____ stuffed with _____.,2
Question,Science will never explain the origin of _____.,1
Question,"Sorry everyone, I just _____.",1
Question,Studies show that lab rats navigate mazes 50% faster after being exposed to _____.,1
Question,"That's right, I killed _____. How, you ask? _____.",2
Question,The CIA now interrogates enemy agents by repeatedly subjecting them to _____.,1
Question,The class field trip was completely ruined by _____.,1
Question,The socialist governments of Scandinavia have declared that access to _____ is a basic human right.,1
Question,The U.S. has begun airdropping _____ to the children of Afghanistan.,1
Question,This is the way the world ends \ This is the way the world ends \ Not with a bang but with _____.,1
Question,"This season on Man vs. Wild, Bear Grylls must survive in the depths of the Amazon with only _____ and his wits.",1
Question,TSA guidelines now prohibit _____ on airplanes.,1
Question,War! What is it good for?,1
Question,What am I giving up for Lent?,1
Question,What are my parents hiding from me?,1
Question,What brought the orgy to a grinding halt?,1
Question,What did I bring back from Mexico?,1
Question,What did the US airdrop to the children of Afghanistan?,1
Question,What did Vin Diesel eat for dinner?,1
Question,What do old people smell like?,1
Question,What does Dick Cheney prefer?,1
Question,What don't you want to find in your Chinese food?,1
Question,What ended my last relationship?,1
Question,What gets better with age?,1
Question,What gives me uncontrollable gas?,1
Question,What has been making life difficult at the nudist colony?,1
Question,What helps Obama unwind?,1
Question,What is Batman's guilty pleasure?,1
Question,What never fails to liven up the party?,1
Question,What will always get you laid?,1
Question,What will I bring back in time to convince people that I am a powerful wizard?,1
Question,"What would grandma find disturbing, yet oddly charming?",1
Question,What's a girl's best friend?,1
Question,What's my anti-drug?,1
Question,What's my secret power?,1
Question,What's Teach for America using to inspire inner city students to succeed?,1
Question,What's that smell?,1
Question,What's that sound?,1
Question,What's the crustiest?,1
Question,What's the gift that keeps on giving?,1
Question,What's the most emo?,1
Question,What's the new fad diet?,1
Question,What's the next Happy Meal toy?,1
Question,What's the next superhero/sidekick duo?,1
Question,What's there a ton of in heaven?,1
Question,"When all else fails, I can always masturbate to _____.",1
Question,"When I am a billionaire, I shall erect a 50-foot statue to commemorate _____.",1
Question,"When I am President of the United States, I will create the Department of _____.",1
Question,"When I pooped, what came out of my butt?",1
Question,"When I was tripping on acid, _____ turned into _____.",2
Question,"When I'm in prison, I'll have _____ smuggled in.",1
Question,"When Pharaoh remained unmoved, Moses called down a Plague of _____.",1
Question,"While the United States raced the Soviet Union to the moon, the Mexican government funneled millions of pesos into research on _____.",1
Question,White people like _____.,1
Question,Who stole the cookies from the cookie jar?,1
Question,Why am I sticky?,1
Question,Why can't I sleep at night?,1
Question,Why do I hurt all over?,1